File: PPVCRevitAddin\annotation_whitelist.csv
````````
ppvc_name,view_name,element_id,annotation_type
PPVC 05, 16_Typ,Elevation D,11979789,Dimension
PPVC 05, 16_Typ,Elevation D,12004987,Dimension
PPVC 05, 16_Typ,Elevation D,12006724,Dimension
PPVC 05, 16_Typ,Elevation D,12014685,Dimension
PPVC 05, 16_Typ,Elevation D,12015334,Dimension
PPVC 05, 16_Typ,Elevation D,12051235,Dimension
PPVC 05, 16_Typ,Elevation D,12051617,Dimension
PPVC 05, 16_Typ,Elevation D,11766041,TextNote
PPVC 05, 16_Typ,Elevation D,11766047,TextNote
PPVC 05, 16_Typ,Elevation D,11766106,TextNote
PPVC 05, 16_Typ,Elevation D,11769050,TextNote
PPVC 05, 16_Typ,Elevation D,11843227,TextNote
PPVC 05, 16_Typ,Elevation D,11963394,TextNote
PPVC 05, 16_Typ,Elevation D,12004833,TextNote
PPVC 05, 16_Typ,Elevation D,12051248,TextNote
PPVC 05, 16_Typ,Elevation D,12051683,TextNote
PPVC 06_Typ,Elevation A,11540845,Dimension
PPVC 06_Typ,Elevation A,11540882,Dimension
PPVC 06_Typ,Elevation A,11542014,Dimension
PPVC 06_Typ,Elevation A,11697959,Dimension
PPVC 06_Typ,Elevation A,11698374,Dimension
PPVC 06_Typ,Elevation A,11701682,Dimension
PPVC 06_Typ,Elevation A,11722117,Dimension
PPVC 06_Typ,Elevation A,11733748,Dimension
PPVC 06_Typ,Elevation A,11779721,Dimension
PPVC 06_Typ,Elevation A,11779858,Dimension
PPVC 06_Typ,Elevation A,11787107,Dimension
PPVC 06_Typ,Elevation A,11823317,Dimension
PPVC 06_Typ,Elevation A,11824633,Dimension
PPVC 06_Typ,Elevation A,11828526,Dimension
PPVC 06_Typ,Elevation A,11837767,Dimension
PPVC 06_Typ,Elevation A,11844423,Dimension
PPVC 06_Typ,Elevation A,11544121,TextNote
PPVC 06_Typ,Elevation A,11544320,TextNote
PPVC 06_Typ,Elevation A,11545704,TextNote
PPVC 06_Typ,Elevation A,11778347,TextNote
PPVC 06_Typ,Elevation A,11778358,TextNote
PPVC 06_Typ,Elevation A,11836168,TextNote
PPVC 06_Typ,Elevation A,11836650,TextNote
PPVC 06_Typ,Elevation B,11665169,Dimension
PPVC 06_Typ,Elevation B,11725099,Dimension
PPVC 06_Typ,Elevation B,11769782,Dimension
PPVC 06_Typ,Elevation B,11770272,Dimension
PPVC 06_Typ,Elevation B,11815131,Dimension
PPVC 06_Typ,Elevation B,11815138,Dimension
PPVC 06_Typ,Elevation B,11815308,Dimension
PPVC 06_Typ,Elevation B,11843213,Dimension
PPVC 06_Typ,Elevation B,11843438,Dimension
PPVC 06_Typ,Elevation B,11545598,TextNote
PPVC 06_Typ,Elevation B,11690101,TextNote
PPVC 06_Typ,Elevation B,11778290,TextNote
PPVC 06_Typ,Elevation B,11778301,TextNote
PPVC 06_Typ,Elevation B,11786939,TextNote
PPVC 06_Typ,Elevation C,11653571,Dimension
PPVC 06_Typ,Elevation C,11668787,Dimension
PPVC 06_Typ,Elevation C,11688295,Dimension
PPVC 06_Typ,Elevation C,11688605,Dimension
PPVC 06_Typ,Elevation C,11688628,Dimension
PPVC 06_Typ,Elevation C,11688641,Dimension
PPVC 06_Typ,Elevation C,11689300,Dimension
PPVC 06_Typ,Elevation C,11692872,Dimension
